Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ch(t) Open Price,SMA Open Price,Ch(t) High Price,SMA High Price,Ch(t) Low Price,SMA Low Price,Ch(t)- Close Price,SMA Close Price,Label
04-Jan-10,25.25,25.75,24.25,25.75,25.60056596,590145,718,15108046,188756,31.98,1.5,0.5,0,25.25,0,25.75,0,24.25,0,25.75,0
05-Jan-10,26.75,27,26.15,27,26.9223645,432650,636,11647961,213907,49.44,0.85,0.25,0.059405941,26,0.048543689,26.375,0.078350515,25.2,0.048543689,26.375,0
06-Jan-10,27.65,28.35,27.25,28.35,28.30792084,525437,628,14874029,201549,38.36,1.1,0.7,0.03364486,26.55,0.05,27.03333333,0.04206501,25.88333333,0.05,27.03333333,0
07-Jan-10,29,29.6,27,28.85,28.46421615,500030,958,14232962,260944,52.19,2.6,-0.15,0.048824593,27.1625,0.044091711,27.675,-0.009174312,26.1625,0.017636684,27.4875,0
08-Jan-10,28.5,28.8,27.45,27.45,27.86086947,178293,419,4967398,80256,45.01,1.35,-1.05,-0.017241379,27.43,-0.027027027,27.9,0.016666667,26.42,-0.048526863,27.48,0
11-Jan-10,26.1,27.9,26.1,26.1,26.21442528,160191,347,4199315,91935,57.39,1.8,0,-0.084210526,27.20833333,-0.03125,27.9,-0.049180328,26.36666667,-0.049180328,27.25,0
12-Jan-10,26.1,26.3,24.8,24.8,24.84134606,50815,74,1262313,50765,99.9,1.5,-1.3,0,27.05,-0.05734767,27.67142857,-0.049808429,26.14285714,-0.049808429,26.9,0
13-Jan-10,23.6,23.6,23.6,23.6,23.59989053,7308,44,172468,7308,100,0,0,-0.095785441,26.61875,-0.102661597,27.1625,-0.048387097,25.825,-0.048387097,26.4875,0
14-Jan-10,22.45,24.15,22.45,23.75,23.18014484,287069,484,6654301,137874,48.03,1.7,1.3,-0.048728814,26.15555556,0.023305085,26.82777778,-0.048728814,25.45,0.006355932,26.18333333,0
15-Jan-10,23.1,24.1,22.6,23.15,23.64968985,153150,257,3621950,94423,61.65,1.5,0.05,0.028953229,25.85,-0.002070393,26.555,0.006681514,25.165,-0.025263158,25.88,0
18-Jan-10,22.95,24.3,22,24.05,23.87708748,334254,406,7981012,192412,57.56,2.3,1.1,-0.006493506,25.58636364,0.008298755,26.35,-0.026548673,24.87727273,0.03887689,25.71363636,0
19-Jan-10,24.05,25.25,24.05,25.25,25.09360395,309175,383,7758315,84773,27.42,1.2,1.2,0.047930283,25.45833333,0.03909465,26.25833333,0.093181818,24.80833333,0.04989605,25.675,0
20-Jan-10,26.1,26.5,24.65,26.5,26.45837945,367739,454,9729778,119081,32.38,1.85,0.4,0.085239085,25.50769231,0.04950495,26.27692308,0.024948025,24.79615385,0.04950495,25.73846154,0
21-Jan-10,26.5,27.8,25.2,25.9,27.23036772,410752,721,11184928,151953,36.99,2.6,-0.6,0.01532567,25.57857143,0.049056604,26.38571429,0.022312373,24.825,-0.022641509,25.75,0
22-Jan-10,24.65,25,24.65,24.95,24.80759896,186236,264,4620068,153580,82.47,0.35,0.3,-0.069811321,25.51666667,-0.100719424,26.29333333,-0.021825397,24.81333333,-0.036679537,25.69666667,0
25-Jan-10,24,25.5,23.9,24.95,25.15585829,202158,455,5085458,144360,71.41,1.6,0.95,-0.026369168,25.421875,0.02,26.24375,-0.030425963,24.75625,0,25.65,0
27-Jan-10,23.85,25,23.75,23.75,24.24873237,104526,210,2534623,78447,75.05,1.25,-0.1,-0.00625,25.32941176,-0.019607843,26.17058824,-0.006276151,24.69705882,-0.048096192,25.53823529,0
28-Jan-10,23.75,23.9,22.6,22.7,22.85950773,45910,151,1049480,33606,73.2,1.3,-1.05,-0.004192872,25.24166667,-0.044,26.04444444,-0.048421053,24.58055556,-0.044210526,25.38055556,0
29-Jan-10,21.6,21.6,21.6,21.6,21.59998934,18757,45,405151,18756,99.99,0,0,-0.090526316,25.05,-0.09623431,25.81052632,-0.044247788,24.42368421,-0.04845815,25.18157895,0
01-Feb-10,20.55,22,20.55,21.1,21.23729173,188578,263,4004886,165801,87.92,1.45,0.55,-0.048611111,24.825,0.018518519,25.62,-0.048611111,24.23,-0.023148148,24.9775,0
02-Feb-10,22.1,22.1,20.05,20.05,20.50579374,155340,353,3185370,95539,61.5,2.05,-2.05,0.075425791,24.6952381,0.004545455,25.45238095,-0.0243309,24.03095238,-0.049763033,24.74285714,0
03-Feb-10,19.05,20.25,19.05,19.25,19.43840549,203273,465,3951303,119083,58.58,1.2,0.2,-0.13800905,24.43863636,-0.083710407,25.21590909,-0.049875312,23.80454545,-0.039900249,24.49318182,0
04-Feb-10,20,20.2,19.1,19.35,19.73853889,81144,216,1601664,55087,67.89,1.1,-0.65,0.049868766,24.24565217,-0.002469136,24.99782609,0.002624672,23.6,0.005194805,24.26956522,0
05-Feb-10,18.4,20,18.4,18.4,18.56190601,53557,171,994120,37871,70.71,1.6,0,-0.08,24.00208333,-0.00990099,24.78958333,-0.036649215,23.38333333,-0.049095607,24.025,0
06-Feb-10,18.5,19.3,18,18.5,18.49536741,18780,80,347343,12401,66.03,1.3,0,0.005434783,23.782,-0.035,24.57,-0.02173913,23.168,0.005434783,23.804,0
08-Feb-10,18.7,19.1,17.6,17.7,17.82016722,83244,241,1483422,49960,60.02,1.5,-1,0.010810811,23.58653846,-0.010362694,24.35961538,-0.022222222,22.95384615,-0.043243243,23.56923077,0
09-Feb-10,17.6,18.55,17.15,18.55,18.26906931,111960,245,2045405,94042,84,1.4,0.95,-0.058823529,23.36481481,-0.028795812,24.14444444,-0.025568182,22.73888889,0.048022599,23.38333333,0
10-Feb-10,18.85,19.45,18,19.4,19.21111577,174203,336,3346634,69812,40.08,1.45,0.55,0.071022727,23.20357143,0.04851752,23.97678571,0.049562682,22.56964286,0.045822102,23.24107143,0
11-Feb-10,19.9,20.35,19.6,20.35,20.3270713,219524,370,4462280,62439,28.44,0.75,0.45,0.055702918,23.08965517,0.046272494,23.85172414,0.088888889,22.46724138,0.048969072,23.14137931,0
15-Feb-10,21.25,21.35,20.4,20.75,21.13457725,185061,427,3911186,68710,37.13,0.95,-0.5,0.067839196,23.02833333,0.049140049,23.76833333,0.040816327,22.39833333,0.01965602,23.06166667,0
16-Feb-10,20.9,21.25,19.75,20.15,20.63220011,151074,360,3116989,48278,31.96,1.5,-0.75,-0.016470588,22.95967742,-0.004683841,23.68709677,-0.031862745,22.31290323,-0.028915663,22.96774194,0
17-Feb-10,19.55,20.8,19.15,19.35,19.74907987,38853,196,767311,25350,65.25,1.65,-0.2,-0.064593301,22.853125,-0.021176471,23.596875,-0.030379747,22.2140625,-0.039702233,22.8546875,0
18-Feb-10,19,19.95,18.4,18.45,18.69888929,68875,279,1287886,46276,67.19,1.55,-0.55,-0.028132992,22.73636364,-0.040865385,23.48636364,-0.039164491,22.09848485,-0.046511628,22.72121212,0
19-Feb-10,17.65,19.1,17.65,18.65,18.45506048,124089,289,2290070,64021,51.59,1.45,1,-0.071052632,22.58676471,-0.042606516,23.35735294,-0.04076087,21.96764706,0.010840108,22.60147059,0
22-Feb-10,19.15,19.55,18.5,19.05,19.47886842,310081,385,6040027,188489,60.79,1.05,-0.1,0.084985836,22.48857143,0.023560209,23.24857143,0.04815864,21.86857143,0.021447721,22.5,0
23-Feb-10,18.6,19.45,18.6,19.25,19.12034779,201383,250,3850513,164829,81.85,0.85,0.65,-0.028720627,22.38055556,-0.00511509,23.14305556,0.005405405,21.77777778,0.010498688,22.40972222,0
24-Feb-10,19.25,19.3,18.5,18.85,19.0599132,146779,240,2797595,67751,46.16,0.8,-0.4,0.034946237,22.29594595,-0.007712082,23.03918919,-0.005376344,21.68918919,-0.020779221,22.31351351,0
25-Feb-10,19.05,19.25,18.5,19.05,19.08643425,147349,241,2812367,52627,35.72,0.75,0,-0.01038961,22.21052632,-0.002590674,22.93947368,0,21.60526316,0.01061008,22.22763158,0
26-Feb-10,19,19.2,18.55,18.85,18.89789864,36405,137,687978,23855,65.53,0.65,-0.15,-0.002624672,22.12820513,-0.002597403,22.84358974,0.002702703,21.52692308,-0.010498688,22.14102564,0
02-Mar-10,19.35,19.75,18.9,19.2,19.34660837,263000,431,5088158,78544,29.86,0.85,-0.15,0.018421053,22.05875,0.028645833,22.76625,0.018867925,21.46125,0.018567639,22.0675,0
03-Mar-10,19.3,19.6,18.3,18.4,19.11883239,91263,173,1744842,41857,45.86,1.3,-0.9,-0.002583979,21.99146341,-0.007594937,22.68902439,-0.031746032,21.38414634,-0.041666667,21.97804878,0
04-Mar-10,18.4,19,17.5,18.85,18.2796621,525241,551,9601228,174160,33.16,1.5,0.45,-0.046632124,21.90595238,-0.030612245,22.60119048,-0.043715847,21.29166667,0.024456522,21.90357143,0
05-Mar-10,19,19.75,18.55,19.75,19.44643354,1006824,673,19579136,408617,40.58,1.2,0.75,0.032608696,21.83837209,0.039473684,22.53488372,0.06,21.22790698,0.047745358,21.85348837,0
08-Mar-10,20.25,21.7,20.25,21.7,21.56933198,924494,792,19940718,437058,47.28,1.45,1.45,0.065789474,21.80227273,0.098734177,22.51590909,0.091644205,21.20568182,0.098734177,21.85,0
09-Mar-10,21.65,22.65,20,20.95,22.01693968,859284,718,18918804,320253,37.27,2.65,-0.7,0.069135802,21.79888889,0.043778802,22.51888889,-0.012345679,21.17888889,-0.034562212,21.83,0
10-Mar-10,21.1,21.8,20.85,21.35,21.39833473,372792,445,7977128,155296,41.66,0.95,0.25,-0.025404157,21.78369565,-0.037527594,22.50326087,0.0425,21.17173913,0.019093079,21.81956522,0
11-Mar-10,21.15,21.8,20.65,21.25,21.40291505,93995,164,2011767,36161,38.47,1.15,0.1,0.002369668,21.77021277,0,22.48829787,-0.009592326,21.1606383,-0.004683841,21.80744681,0
12-Mar-10,20.8,21.65,19.5,20.15,20.6274868,244139,257,5035974,101116,41.42,2.15,-0.65,-0.016548463,21.75,-0.006880734,22.47083333,-0.055690073,21.12604167,-0.051764706,21.77291667,0
15-Mar-10,19.3,22,19.3,21.8,21.42170531,526498,386,11278485,252730,48,2.7,2.5,-0.072115385,21.7,0.016166282,22.46122449,-0.01025641,21.08877551,0.081885856,21.77346939,0
