Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ch(t) Open Price,SMA Open Price,Ch(t) High Price,SMA High Price,Ch(t) Low Price,SMA Low Price,Ch(t)- Close Price,SMA Close Price,Label
01-Oct-08,0.72,0.76,0.72,0.73,0.729944335,36648,18,26751,36648,100,0.04,0.01,0,0.72,0,0.76,0,0.72,0,0.73,0
03-Oct-08,0.73,0.76,0.7,0.7,0.702851471,33246,14,23367,33246,100,0.06,-0.03,0.013888889,0.725,0,0.76,-0.027777778,0.71,-0.04109589,0.715,0
06-Oct-08,0.67,0.67,0.67,0.67,0.67,500,1,335,500,100,0,0,-0.082191781,0.706666667,-0.118421053,0.73,-0.042857143,0.696666667,-0.042857143,0.7,0
07-Oct-08,0.64,0.64,0.64,0.64,0.64,4500,5,2880,4500,100,0,0,-0.044776119,0.69,-0.044776119,0.7075,-0.044776119,0.6825,-0.044776119,0.685,0
08-Oct-08,0.61,0.61,0.61,0.61,0.61,6000,4,3660,6000,100,0,0,-0.046875,0.674,-0.046875,0.688,-0.046875,0.668,-0.046875,0.67,0
10-Oct-08,0.58,0.62,0.58,0.58,0.5916,5000,9,2958,5000,100,0.04,0,-0.049180328,0.658333333,0.016393443,0.676666667,-0.049180328,0.653333333,-0.049180328,0.655,0
13-Oct-08,0.56,0.57,0.56,0.56,0.560454545,22000,7,12330,22000,100,0.01,0,-0.034482759,0.644285714,-0.080645161,0.661428571,-0.034482759,0.64,-0.034482759,0.641428571,0
14-Oct-08,0.55,0.58,0.54,0.54,0.544610181,39621,25,21578,39621,100,0.04,-0.01,-0.017857143,0.6325,0.01754386,0.65125,-0.035714286,0.6275,-0.035714286,0.62875,0
15-Oct-08,0.56,0.56,0.52,0.52,0.547168142,22600,19,12366,22600,100,0.04,-0.04,0.018181818,0.624444444,-0.034482759,0.641111111,-0.037037037,0.615555556,-0.037037037,0.616666667,0
16-Oct-08,0.5,0.5,0.5,0.5,0.5,34200,10,17100,34200,100,0,0,-0.107142857,0.612,-0.107142857,0.627,-0.038461538,0.604,-0.038461538,0.605,0
17-Oct-08,0.5,0.52,0.48,0.48,0.489836066,30500,22,14940,30500,100,0.04,-0.02,0,0.601818182,0.04,0.617272727,-0.04,0.592727273,-0.04,0.593636364,0
20-Oct-08,0.46,0.5,0.46,0.49,0.472631579,9500,9,4490,9500,100,0.04,0.03,-0.08,0.59,-0.038461538,0.6075,-0.041666667,0.581666667,0.020833333,0.585,0
21-Oct-08,0.5,0.51,0.47,0.48,0.486328897,30356,16,14763,30356,100,0.04,-0.02,0.086956522,0.583076923,0.02,0.6,0.02173913,0.573076923,-0.020408163,0.576923077,0
22-Oct-08,0.46,0.5,0.46,0.47,0.483962711,6329,7,3063,6329,100,0.04,0.01,-0.08,0.574285714,-0.019607843,0.592857143,-0.021276596,0.565,-0.020833333,0.569285714,0
23-Oct-08,0.47,0.47,0.45,0.47,0.466839612,8866,7,4139,8866,100,0.02,0,0.02173913,0.567333333,-0.06,0.584666667,-0.02173913,0.557333333,0,0.562666667,0
24-Oct-08,0.46,0.49,0.45,0.47,0.473354474,129609,41,61351,129609,100,0.04,0.01,-0.021276596,0.560625,0.042553191,0.57875,0,0.550625,0,0.556875,0
27-Oct-08,0.45,0.49,0.45,0.49,0.450563607,6210,7,2798,6210,100,0.04,0.04,-0.02173913,0.554117647,0,0.573529412,0,0.544705882,0.042553191,0.552941176,0
28-Oct-08,0.51,0.51,0.51,0.51,0.51,200,2,102,200,100,0,0,0.133333333,0.551666667,0.040816327,0.57,0.133333333,0.542777778,0.040816327,0.550555556,0
29-Oct-08,0.49,0.53,0.49,0.53,0.49017038,20601,14,10098,20601,100,0.04,0.04,-0.039215686,0.548421053,0.039215686,0.567894737,-0.039215686,0.54,0.039215686,0.549473684,0
31-Oct-08,0.51,0.54,0.51,0.51,0.512631579,9500,8,4870,9500,100,0.03,0,0.040816327,0.5465,0.018867925,0.5665,0.040816327,0.5385,-0.037735849,0.5475,0
05-Dec-08,1.25,20,1.25,19.22,12.33215627,200782,504,2476075,38323,19.09,18.75,17.97,1.450980392,0.58,36.03703704,1.491904762,1.450980392,0.572380952,36.68627451,1.436666667,0
08-Dec-08,23.06,23.06,18.25,23.06,22.63869719,112587,405,2548823,42455,37.71,4.81,0,17.448,1.601818182,0.153,2.472272727,13.6,1.375909091,0.199791883,2.419545455,0
10-Dec-08,25,27.39,20.2,26.01,24.90007573,113566,677,2827802,41418,36.47,7.19,1.01,0.084128361,2.619130435,0.187771032,3.555652174,0.106849315,2.194347826,0.127927147,3.445217391,0
11-Dec-08,29.5,29.5,25.25,28.25,27.71681032,50701,310,1405270,16695,32.93,4.25,-1.25,0.18,3.739166667,0.077035414,4.636666667,0.25,3.155,0.086120723,4.47875,0
12-Dec-08,26.9,33,26.9,31.98,29.34796152,83788,367,2459007,27064,32.3,6.1,5.08,-0.088135593,4.6656,0.118644068,5.7712,0.065346535,4.1048,0.132035398,5.5788,0
