Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ch(t) Open Price,SMA Open Price,Ch(t) High Price,SMA High Price,Ch(t) Low Price,SMA Low Price,Ch(t)- Close Price,SMA Close Price,Label
04-Jan-10,214,224,211,220.55,216.5133712,55081,158,11925773,12121,22.01,13,6.55,0,214,0,224,0,211,0,220.55,0
05-Jan-10,223,230,217.85,227.85,222.4439397,52827,141,11751046,10190,19.29,12.15,4.85,0.042056075,218.5,0.026785714,227,0.032464455,214.425,0.033099071,224.2,0
06-Jan-10,223,269,218,257.4,241.4375474,46155,250,11143550,8981,19.46,51,34.4,0,220,0.169565217,241,0.000688547,215.6166667,0.129690586,235.2666667,0
07-Jan-10,255,259,240,254.7,249.7454596,54015,209,13490001,1293,2.39,19,-0.3,0.143497758,228.75,-0.037174721,245.5,0.100917431,221.7125,-0.01048951,240.125,0
08-Jan-10,255,265,236.1,256.7,254.2087613,52093,176,13242497,7580,14.55,28.9,1.7,0,234,0.023166023,249.4,-0.01625,224.59,0.007852375,243.44,0
11-Jan-10,257,264.9,250,257.3,259.0668072,46477,95,12040648,4642,9.99,14.9,0.3,0.007843137,237.8333333,-0.000377358,251.9833333,0.058873359,228.825,0.002337359,245.75,0
12-Jan-10,257,260,250.25,256.6,255.0397107,51573,120,13153163,8559,16.6,9.75,-0.4,0,240.5714286,-0.018497546,253.1285714,0.001,231.8857143,-0.00272056,247.3,0
13-Jan-10,256,265.6,250.1,261.4,256.5120685,50462,152,12944112,6572,13.02,15.5,5.4,-0.003891051,242.5,0.021538462,254.6875,-0.000599401,234.1625,0.018706157,249.0625,0
14-Jan-10,258.3,268.5,256.25,266.25,260.7282392,46092,83,12017486,750,1.63,12.25,7.95,0.008984375,244.2555556,0.010918675,256.2222222,0.024590164,236.6166667,0.01855394,250.9722222,0
15-Jan-10,262.1,270,260.3,267.95,266.6048984,46178,97,12311281,360,0.78,9.7,5.85,0.014711576,246.04,0.005586592,257.6,0.015804878,238.985,0.006384977,252.67,0
18-Jan-10,268,282.35,263.5,278.7,271.3370876,52651,208,14286169,9088,17.26,18.85,10.7,0.022510492,248.0363636,0.045740741,259.85,0.012293507,241.2136364,0.040119425,255.0363636,0
19-Jan-10,280,295,280,291.45,289.676649,52259,113,15138212,9640,18.45,15,11.45,0.044776119,250.7,0.04480255,262.7791667,0.062618596,244.4458333,0.045748116,258.0708333,0
20-Jan-10,295,327,277,296.1,298.135421,67700,691,20183768,13990,20.66,50,1.1,0.053571429,254.1076923,0.108474576,267.7192308,-0.010714286,246.95,0.015954709,260.9961538,0
21-Jan-10,296.5,301,286,294.2,294.6701534,51624,158,15212052,2772,5.37,15,-2.3,0.005084746,257.1357143,-0.079510703,270.0964286,0.032490975,249.7392857,-0.006416751,263.3678571,0
