Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ch(t) Open Price,SMA Open Price,Ch(t) High Price,SMA High Price,Ch(t) Low Price,SMA Low Price,Ch(t)- Close Price,SMA Close Price,Label
0.007028368794326241,0.0071651311126860375,0.006960227272727273,0.0069454287739192065,0.007066401482751967,0.0006705944713081782,0.0024101830232733296,0.0001484313036036707,0.001179860787663825,0.005775503968939231,0.0023317036479879654,-0.0010731707317073172,0.0,0.00839774324013934,0.0,0.008484868560846572,0.0,0.008357364872063528,0.0,0.008266233079011398,0
0.0065957446808510645,0.007087172218284904,0.006605113636363637,0.006853295535081502,0.006987497564601998,0.0007026663808055259,0.0010544550726820819,0.0001537935313567027,0.0019748622231611167,0.009225435368818162,0.0052651372696502444,0.0036097560975609758,-0.0035278533929390186,0.008139285955755637,-0.00030192041004711856,0.008438709533067485,-0.0037515005882352943,0.00814416678859252,-0.0003615877103134068,0.008211406022875097,0
0.007375886524822696,0.007512402551381999,0.006960227272727273,0.007087172218284904,0.007125233307124231,0.001185688775356489,0.0024855012427506215,0.00026462874819233837,0.0032519210661896285,0.00900341008070714,0.006017299736743137,-0.0039024390243902443,0.006778975813846859,0.008363847202843116,0.001664953751147794,0.008591174203377742,0.003953194191176471,0.008215232816131924,0.0009302160945968455,0.008285914586061214,0
0.0070921985815602835,0.0074415308291991495,0.007102272727272727,0.007406094968107724,0.007372447939342679,0.0007337664142574994,0.0029374105596143706,0.00016944812535286299,0.0021209402254433046,0.009488260175684625,0.0037608123354644606,0.004390243902439025,-0.002204352246675837,0.008391387733146297,-0.0002617851736680958,0.008646425158073373,0.0015006002205882353,0.008293405447022225,0.0012266167824627118,0.008418061849850384,0
0.00724113475177305,0.007512402551381999,0.007251420454545455,0.007370659107016301,0.007474944271431897,0.0001838789477847932,0.0006025457558183324,4.305337415891287e-05,0.0004904849845859616,0.008755766490121773,0.0029334336216622794,0.001853658536585366,0.001203576341127923,0.008443502890489242,0.00026427838641198125,0.008696360833579839,0.0015441176470588236,0.008376126303408976,-0.00013042177391699402,0.00848891527624191,0
0.006985815602836879,0.007654145995747697,0.006995738636363636,0.007654145995747697,0.007367247782267052,0.00028670343338538056,0.001355727950591248,6.616150794071395e-05,0.0007303900114109393,0.00836295251884843,0.007145543437382475,0.009268292682926829,-0.002020836141678129,0.008427402272773535,0.0005235703750854207,0.008757626452268446,-0.0025926138970588236,0.008380106001251365,0.0010483903997806074,0.008592383774736416,0
0.007134751773049646,0.007654145995747697,0.007137784090909091,0.007377746279234585,0.0073646892344715826,0.0012391419578520685,0.00436845672968291,0.0002858529727877398,0.0031743873572860058,0.008409444993709284,0.005641218503196691,0.0034146341463414634,0.001221904917469051,0.008441323859157027,0.0,0.008801387610872463,0.0014929830147058826,0.00840731413769936,-0.0009843221063549742,0.008619295221929266,0
0.007234042553191489,0.007654145995747697,0.007244318181818182,0.007519489723600283,0.007484678965307144,0.0007191882735768868,0.0030880469985689538,0.00016860987218276775,0.001924296760832667,0.008783282444631257,0.0045129748025573525,0.004,0.0007975986359468134,0.008466594565897293,0.0,0.0088342084756292,0.0010974538970588237,0.008443710095869285,0.0005236916600720274,0.008660566136607095,0
0.007269503546099291,0.008270729978738484,0.007279829545454545,0.008128986534372785,0.008050146181293625,0.001668711169907452,0.005724184680274158,0.0004207771660320406,0.004373912491410894,0.00860395432731082,0.010680707032719068,0.011902439024390244,0.0002809468707015131,0.008490957342703954,0.00223535458563327,0.008940863802169725,0.0003604383088235294,0.008476755798807292,0.0022094259796781967,0.008773266195505608,0
0.008191489361702128,0.008936924167257264,0.008203125,0.008936924167257264,0.008818031574147128,0.0027861742468786744,0.005724184680274158,0.000769568260858994,0.006943761654636769,0.008180777923475284,0.007972922151184657,0.010341463414634147,0.007268986015589179,0.008620609685362008,0.002235156428387654,0.009105078043187385,0.009325681470588236,0.008614055364562622,0.0027091797498519023,0.008959584465842762,0
0.009836879432624113,0.009829907866761162,0.008352272727272727,0.009829907866761162,0.009657085699226896,0.0027202810510023054,0.004217820290728327,0.000822862150549483,0.007610102080431671,0.00918273819802758,0.015870628055660023,0.0,0.011512253610729023,0.00890541343586905,0.0027727223492067647,0.009335567995376243,0.0013368983823529412,0.008742671952276964,0.002723653446270852,0.009208644997277048,0
0.010815602836879433,0.01080793763288448,0.010688920454545454,0.01080793763288448,0.010814192915735791,0.009346920678781555,0.0061760939971379075,0.0031661383950539503,0.021398741818929576,0.007514702059142223,0.0015043249341857843,0.0,0.005702390761118753,0.009240201003263894,0.002760918271098794,0.009624157291939472,0.02057072830882353,0.00908365967926407,0.0027120582650843827,0.009513197147812529,0
0.011843971631205673,0.01183557760453579,0.009943181818181818,0.010970942593905032,0.011121771232906237,0.011974096004637015,0.02809369586502975,0.004171419990629626,0.03012072223211682,0.00825763283089833,0.02030838661150809,-0.011902439024390244,0.005449447902338377,0.00961800058280338,0.002638451293719346,0.00996195744977733,-0.005129958970588235,0.009303308369227811,0.0004111065296610844,0.009785818467905608,0
0.011631205673758865,0.012062367115520906,0.011150568181818182,0.012062367115520906,0.011880402984488564,0.011994894152008021,0.018076372674549975,0.00446369813075722,0.0289374904136311,0.007918901942626387,0.009928544565626177,0.006048780487804878,-0.0010295777166437414,0.0099236702084814,0.0005317217666572068,0.010270683412395424,0.008928571397058823,0.009595132029739793,0.002711728168879147,0.010112278135179283,0
